bedrooms,bathrooms,sqft_living,sqft_living_carre,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_above_carre,sqft_basement,sqft_basement_carre,zipcode,sqft_living15,sqft_lot15,month,price
4,2.0,2010,4040100,7312,1.0,0,0,4,7,2010,4040100,0,0,98002,2010,7650,3,250000.0
3,1.75,1560,2433600,3000,1.0,0,0,4,6,770,592900,790,624100,98103,1390,3000,4,481000.0
3,2.0,1810,3276100,7209,1.0,0,0,4,7,1240,1537600,570,324900,98032,1750,7209,9,260000.0
4,2.5,3360,11289600,7685,2.0,0,0,3,9,3360,11289600,0,0,98058,3060,6567,5,455000.0
3,2.25,1510,2280100,36224,2.0,0,0,3,8,1510,2280100,0,0,98045,1730,36224,4,415000.0
3,1.0,1400,1960000,3538,1.0,0,0,3,7,800,640000,600,360000,98118,1620,6331,4,349500.0
3,2.5,1730,2992900,7442,2.0,0,0,3,7,1730,2992900,0,0,98030,1630,6458,9,245000.0
2,2.0,1420,2016400,9191,1.5,0,2,5,7,1420,2016400,0,0,98115,1420,6816,5,592500.0
4,1.75,2360,5569600,7620,1.0,0,0,4,7,1180,1392400,1180,1392400,98106,1910,7620,10,385000.0
3,1.75,1580,2496400,11455,1.0,0,0,4,7,1200,1440000,380,144400,98059,1550,10650,2,315000.0
3,1.0,1230,1512900,10170,1.0,0,0,3,7,1230,1512900,0,0,98045,1380,10098,11,255000.0
4,2.5,2460,6051600,4425,2.0,0,0,3,8,2460,6051600,0,0,98052,2990,5659,8,693000.0
3,1.0,1660,2755600,4400,1.5,0,0,3,8,1460,2131600,200,40000,98112,1660,4400,12,780000.0
3,1.75,1270,1612900,8470,1.0,0,0,4,7,1270,1612900,0,0,98198,1600,8470,10,237000.0
3,2.25,2100,4410000,40510,2.0,0,0,3,10,1320,1742400,780,608400,98074,2380,33450,12,525000.0
2,1.0,770,592900,5040,1.0,0,0,3,5,770,592900,0,0,98144,1330,2580,4,425000.0
1,0.75,760,577600,10079,1.0,1,4,5,5,760,577600,0,0,98070,1230,14267,10,369900.0
4,2.5,1700,2890000,7280,2.0,0,0,4,7,1700,2890000,0,0,98031,1950,7475,5,290000.0
3,1.0,1120,1254400,10701,1.0,0,0,3,7,1120,1254400,0,0,98106,1130,6350,9,285000.0
2,1.0,1070,1144900,4500,1.0,0,0,3,7,1070,1144900,0,0,98115,1320,4465,8,415000.0
3,2.5,2070,4284900,9900,1.0,0,0,3,8,1420,2016400,650,422500,98023,2070,8250,4,272500.0
4,3.25,5050,25502500,20100,1.5,0,2,3,11,4750,22562500,300,90000,98004,3890,20060,5,2900000.0
4,4.75,5310,28196100,57346,2.0,0,0,4,11,5310,28196100,0,0,98077,4180,47443,10,1365000.0
2,1.0,1040,1081600,7538,1.0,0,0,4,7,1040,1081600,0,0,98133,1440,7530,5,436000.0
3,1.0,1700,2890000,11390,1.0,0,0,4,7,1700,2890000,0,0,98003,1350,8164,10,210000.0
3,1.0,1300,1690000,5898,1.0,0,0,3,7,1300,1690000,0,0,98178,1320,7619,9,236000.0
3,1.75,1080,1166400,1306,1.0,0,0,3,7,580,336400,500,250000,98199,1440,2225,11,331000.0
3,2.5,2653,7038409,4510,2.0,0,0,3,8,2653,7038409,0,0,98031,2653,4927,3,365000.0
3,2.0,2290,5244100,16258,1.0,0,0,5,8,2290,5244100,0,0,98058,1660,10530,1,450000.0
4,2.75,3820,14592400,26300,2.0,0,0,3,9,2850,8122500,970,940900,98028,1860,12136,11,770000.0
4,2.5,2210,4884100,49375,1.0,0,0,3,8,2210,4884100,0,0,98038,2670,49385,5,455000.0
3,1.75,2390,5712100,6000,1.0,0,0,3,6,1240,1537600,1150,1322500,98118,2020,6000,5,405000.0
4,1.75,2600,6760000,11325,1.0,0,0,4,7,1610,2592100,990,980100,98031,1720,11088,7,304900.0
2,1.0,860,739600,5265,1.0,0,0,3,6,860,739600,0,0,98178,1650,8775,2,170000.0
5,3.0,3830,14668900,8480,2.0,0,1,5,9,2630,6916900,1200,1440000,98122,3050,7556,5,2050000.0
4,2.5,3500,12250000,7048,2.0,0,0,3,9,3500,12250000,0,0,98053,3920,7864,6,780000.0
3,3.0,2420,5856400,13959,1.0,0,0,4,8,1740,3027600,680,462400,98028,2570,13300,4,330000.0
4,2.5,2720,7398400,8666,2.0,0,0,3,9,2720,7398400,0,0,98030,2410,8100,9,370000.0
5,2.25,2500,6250000,13500,1.0,0,0,3,7,1850,3422500,650,422500,98072,2300,9750,10,467000.0
3,1.75,1670,2788900,6720,1.0,0,0,3,7,1140,1299600,530,280900,98034,1670,7320,2,405000.0
5,2.25,2900,8410000,10300,1.0,0,0,3,8,1450,2102500,1450,2102500,98006,2310,10300,7,675000.0
2,1.0,1640,2689600,14100,1.0,0,0,4,7,1140,1299600,500,250000,98006,1520,13527,8,500000.0
4,2.5,1890,3572100,15770,2.0,0,0,4,7,1890,3572100,0,0,98166,2410,15256,7,389999.0
4,1.75,2950,8702500,9025,1.0,0,2,4,8,1780,3168400,1170,1368900,98034,2120,9600,2,630000.0
4,2.5,2160,4665600,9528,2.0,0,0,3,9,2160,4665600,0,0,98001,2280,9937,10,360000.0
4,3.0,3280,10758400,11060,2.0,0,0,3,8,2270,5152900,1010,1020100,98056,2320,11004,10,580000.0
3,2.0,1970,3880900,4166,2.0,0,3,5,8,1270,1612900,700,490000,98126,2390,4166,7,550000.0
4,2.5,3360,11289600,22111,2.0,0,0,3,10,3360,11289600,0,0,98075,3150,11374,7,879000.0
3,2.0,1320,1742400,8959,1.0,0,0,3,7,1320,1742400,0,0,98042,1740,7316,8,265000.0
3,2.5,2650,7022500,7286,2.0,0,0,3,8,2650,7022500,0,0,98059,2400,7220,3,446500.0
3,1.5,2030,4120900,8880,1.0,0,0,3,7,1330,1768900,700,490000,98108,2140,5592,6,404000.0
3,1.75,1590,2528100,11914,1.0,0,2,3,7,1090,1188100,500,250000,98188,1630,9052,5,267500.0
4,5.0,4550,20702500,18641,1.0,1,4,3,10,2600,6760000,1950,3802500,98074,4550,19508,6,3075000.0
3,2.5,2440,5953600,7632,2.0,0,0,3,8,2440,5953600,0,0,98003,2510,7903,8,335000.0
3,2.5,1940,3763600,9000,1.0,0,0,4,7,970,940900,970,940900,98117,2190,7310,6,576000.0
3,2.5,2040,4161600,3810,2.0,0,0,3,8,2040,4161600,0,0,98038,2370,4590,4,208633.0
3,2.25,2200,4840000,8750,1.0,0,0,4,7,1120,1254400,1080,1166400,98166,1460,10139,1,315000.0
3,1.75,1920,3686400,3300,1.0,0,0,4,8,960,921600,960,921600,98112,1740,4000,2,725000.0
4,2.75,1800,3240000,7750,1.0,0,0,4,8,1400,1960000,400,160000,98177,1800,8275,4,550000.0
4,2.25,2180,4752400,7297,2.0,0,0,3,8,2180,4752400,0,0,98074,2250,9781,6,610750.0
2,1.0,1010,1020100,5000,1.5,0,0,4,6,1010,1020100,0,0,98105,1460,5000,2,550700.0
4,2.75,3320,11022400,10574,2.0,0,0,5,8,2220,4928400,1100,1210000,98056,2720,8330,1,665000.0
4,2.5,2370,5616900,4000,1.5,0,2,5,8,1980,3920400,390,152100,98144,2440,5750,2,834000.0
5,1.75,1660,2755600,78408,1.5,0,0,3,6,1660,2755600,0,0,98065,1660,78408,10,201000.0
5,2.5,3650,13322500,9050,2.0,0,4,5,10,3370,11356900,280,78400,98119,2880,5400,5,2384000.0
4,3.25,4290,18404100,12103,1.0,0,3,3,11,2690,7236100,1600,2560000,98006,3860,11244,6,1384000.0
4,3.25,4290,18404100,12103,1.0,0,3,3,11,2690,7236100,1600,2560000,98006,3860,11244,12,1400000.0
4,2.25,1950,3802500,7700,1.0,0,0,3,8,1350,1822500,600,360000,98058,2150,7350,11,305000.0
3,2.0,2590,6708100,14052,1.0,0,0,5,8,1720,2958400,870,756900,98133,1570,8162,4,487000.0
3,2.5,1930,3724900,64904,1.0,0,0,4,8,1930,3724900,0,0,98042,2350,57500,5,390000.0
2,1.0,1470,2160900,3864,1.0,0,0,4,7,1170,1368900,300,90000,98103,1570,3864,7,548000.0
4,1.0,800,640000,8775,1.0,0,0,3,6,800,640000,0,0,98166,1310,8775,11,268750.0
5,2.75,3150,9922500,7119,2.0,0,0,3,9,3150,9922500,0,0,98052,1560,8384,5,819900.0
3,2.25,2030,4120900,16200,2.0,0,0,3,8,2030,4120900,0,0,98027,2660,17958,10,520000.0
3,2.0,1450,2102500,11204,1.0,0,0,3,7,1450,2102500,0,0,98001,1520,9518,7,230000.0
3,1.75,1510,2280100,10248,1.0,0,0,3,7,1510,2280100,0,0,98023,1510,9753,2,240000.0
2,1.0,1240,1537600,12092,1.0,0,0,3,6,960,921600,280,78400,98146,1820,7460,9,232000.0
2,1.0,1240,1537600,12092,1.0,0,0,3,6,960,921600,280,78400,98146,1820,7460,3,240500.0
3,2.5,3030,9180900,45004,2.0,0,0,3,9,3030,9180900,0,0,98077,3080,35781,10,274975.0
4,2.0,2050,4202500,4400,1.5,0,0,4,9,2050,4202500,0,0,98102,2320,5500,9,740000.0
3,1.0,1000,1000000,7636,1.0,0,0,2,7,1000,1000000,0,0,98166,1150,7600,4,186375.0
3,2.25,2370,5616900,10289,1.0,0,0,4,9,1590,2528100,780,608400,98005,2500,10004,7,790000.0
4,3.5,2800,7840000,6750,2.0,0,0,3,9,1890,3572100,910,828100,98105,2370,6120,9,880000.0
6,1.75,2240,5017600,11180,2.0,0,0,4,7,2240,5017600,0,0,98198,1590,7955,4,279000.0
3,2.0,1810,3276100,10530,1.0,0,2,3,8,1810,3276100,0,0,98022,1910,10450,7,295000.0
2,1.0,1070,1144900,5000,1.0,0,0,3,7,1070,1144900,0,0,98103,1710,5000,4,640000.0
4,2.0,2490,6200100,9525,2.0,0,0,5,9,2490,6200100,0,0,98040,2770,9525,7,940000.0
4,2.5,1960,3841600,5238,2.0,0,0,3,7,1960,3841600,0,0,98038,1800,5894,10,260000.0
3,2.75,2930,8584900,5569,1.0,0,0,3,9,1860,3459600,1070,1144900,98072,2580,11045,6,559900.0
4,2.0,1510,2280100,3500,1.5,0,0,5,7,1510,2280100,0,0,98103,1820,3750,7,791500.0
3,1.75,1420,2016400,8250,1.0,0,0,3,7,1420,2016400,0,0,98133,1740,8000,8,265000.0
3,1.75,1740,3027600,11547,1.0,0,0,3,7,1740,3027600,0,0,98178,880,78408,5,245000.0
4,1.75,2560,6553600,43995,2.0,0,0,4,7,2560,6553600,0,0,98052,2560,14764,4,485000.0
4,3.5,3040,9241600,8414,2.0,0,0,3,9,2420,5856400,620,384400,98059,3470,8066,11,684000.0
3,1.75,2500,6250000,6840,1.0,0,0,3,8,1300,1690000,1200,1440000,98125,1580,8691,9,425000.0
4,1.75,1275,1625625,20000,1.0,0,0,4,6,1275,1625625,0,0,98070,1660,20000,10,309600.0
4,2.5,2580,6656400,5823,2.0,0,0,3,8,2580,6656400,0,0,98065,2380,5823,7,552250.0
4,1.0,1000,1000000,7134,1.0,0,0,3,6,1000,1000000,0,0,98178,1020,7138,7,165000.0
4,1.0,1000,1000000,7134,1.0,0,0,3,6,1000,1000000,0,0,98178,1020,7138,12,239900.0
2,1.0,1070,1144900,32633,1.0,0,0,4,6,1070,1144900,0,0,98059,1360,32156,12,320000.0
3,2.0,1390,1932100,13464,1.0,0,0,4,7,1390,1932100,0,0,98030,1720,12080,10,206600.0
4,1.75,2500,6250000,7690,1.0,0,0,3,7,1250,1562500,1250,1562500,98155,2040,8646,4,387000.0
1,0.75,560,313600,12120,1.0,0,0,3,4,560,313600,0,0,98014,1300,19207,6,299000.0
4,2.75,2270,5152900,10460,2.0,0,0,3,9,2270,5152900,0,0,98040,2610,10180,9,855000.0
3,1.0,1900,3610000,14400,1.0,0,0,4,7,1300,1690000,600,360000,98166,1940,14400,1,315000.0
2,1.0,990,980100,3120,1.0,0,2,5,7,790,624100,200,40000,98103,1930,3120,12,437500.0
4,1.5,1550,2402500,19800,1.0,0,0,4,7,1050,1102500,500,250000,98001,1640,22654,3,252000.0
4,1.75,2200,4840000,7475,1.0,0,0,5,7,1100,1210000,1100,1210000,98118,1600,5766,6,375000.0
4,2.5,1910,3648100,4862,2.0,0,0,3,7,1910,3648100,0,0,98038,2010,5091,8,300000.0
4,1.0,1750,3062500,9600,1.5,0,0,4,7,1750,3062500,0,0,98006,1750,10530,10,420000.0
3,1.0,1330,1768900,77972,1.0,0,0,3,7,1330,1768900,0,0,98033,1340,17689,5,900000.0
3,2.5,2440,5953600,5750,2.0,0,2,3,9,1980,3920400,460,211600,98116,1520,5750,8,679900.0
3,2.5,1640,2689600,29970,2.0,0,0,3,7,1640,2689600,0,0,98053,1580,28399,6,463000.0
5,2.5,2760,7617600,11340,2.0,0,0,4,9,2760,7617600,0,0,98059,2470,11340,8,380000.0
4,2.5,1820,3312400,7912,2.0,0,0,3,7,1820,3312400,0,0,98038,1820,8168,12,329500.0
3,2.5,2110,4452100,5608,1.0,0,0,3,8,1340,1795600,770,592900,98033,2040,9363,8,604950.0
5,2.5,3040,9241600,9570,1.0,0,2,4,8,1640,2689600,1400,1960000,98006,2920,8800,9,795000.0
3,2.0,1840,3385600,40438,2.0,0,0,3,7,1840,3385600,0,0,98045,1380,44049,1,465000.0
4,2.5,2990,8940100,10400,2.0,0,0,3,9,2990,8940100,0,0,98166,2140,17449,3,673000.0
4,2.5,3520,12390400,15420,2.0,0,0,3,10,3520,12390400,0,0,98074,3400,21455,10,810000.0
4,2.75,2440,5953600,69415,1.0,0,0,4,8,1910,3648100,530,280900,98075,2770,24361,4,785000.0
4,3.0,2090,4368100,7500,1.0,0,0,3,7,1370,1876900,720,518400,98056,1810,7650,11,338000.0
3,2.25,1430,2044900,7222,2.0,0,0,3,7,1430,2044900,0,0,98056,1430,7220,12,280000.0
4,2.25,2180,4752400,10754,1.0,0,0,5,7,1100,1210000,1080,1166400,98133,1810,6929,10,315000.0
4,2.25,2180,4752400,10754,1.0,0,0,5,7,1100,1210000,1080,1166400,98133,1810,6929,3,530000.0
5,3.0,3450,11902500,9914,2.0,0,0,3,9,3450,11902500,0,0,98023,2860,9721,12,380000.0
3,2.25,1450,2102500,7562,2.0,0,0,3,7,1450,2102500,0,0,98056,1650,7625,8,297000.0
4,2.5,3230,10432900,7331,2.0,0,0,3,10,3230,10432900,0,0,98075,3480,7447,5,730000.0
3,1.75,1640,2689600,13500,1.0,0,0,3,7,1110,1232100,530,280900,98125,1770,12600,6,450000.0
3,3.0,1590,2528100,7750,1.0,0,0,3,7,1060,1123600,530,280900,98038,1680,7500,10,275000.0
4,2.0,2020,4080400,2849,2.0,0,0,3,7,2020,4080400,0,0,98115,1910,3120,4,595000.0
3,1.5,1300,1690000,3348,1.5,0,0,3,7,1300,1690000,0,0,98144,1590,2577,4,435000.0
2,1.5,1380,1904400,209959,1.0,0,0,1,6,1380,1904400,0,0,98011,3130,19868,9,270000.0
3,3.0,4040,16321600,14338,2.0,0,0,3,10,3030,9180900,1010,1020100,98077,3360,14142,8,950000.0
4,2.25,2130,4536900,5337,2.0,0,0,3,7,2130,4536900,0,0,98019,2300,6930,3,389000.0
4,2.25,2550,6502500,7800,1.0,0,0,3,8,1580,2496400,970,940900,98052,2420,8050,1,560000.0
5,3.5,4800,23040000,14984,2.0,0,2,3,11,3480,12110400,1320,1742400,98006,4050,19009,7,1350000.0
4,2.25,2510,6300100,11585,2.0,0,0,4,8,2510,6300100,0,0,98040,2450,9691,11,799000.0
3,2.0,1410,1988100,9600,1.0,0,0,4,7,1410,1988100,0,0,98072,1410,9600,6,365500.0
3,2.0,1650,2722500,7352,1.0,0,0,3,7,1160,1345600,490,240100,98058,1710,7350,5,252350.0
4,2.5,2120,4494400,13780,2.0,0,0,3,8,2120,4494400,0,0,98146,1880,12000,9,403950.0
4,1.5,2040,4161600,10726,1.0,0,0,3,7,1380,1904400,660,435600,98177,1610,10020,8,385000.0
4,1.0,1550,2402500,7620,1.5,0,0,3,7,1550,2402500,0,0,98106,1450,7620,12,345000.0
3,2.75,1980,3920400,3128,2.0,0,0,4,9,1980,3920400,0,0,98008,1950,2856,9,490000.0
3,2.5,1600,2560000,26977,2.0,0,0,3,8,1600,2560000,0,0,98019,1790,27743,6,330000.0
4,2.75,3300,10890000,12090,2.0,0,0,3,8,3300,10890000,0,0,98004,3180,12239,5,927000.0
4,2.5,3840,14745600,16619,2.0,0,1,4,10,3840,14745600,0,0,98040,3600,16553,7,1118000.0
2,1.0,1220,1488400,10000,1.0,0,0,5,7,1220,1488400,0,0,98028,2000,9600,4,330000.0
5,2.25,2720,7398400,8800,1.0,0,0,4,7,1500,2250000,1220,1488400,98008,2110,8800,3,530000.0
4,2.0,1940,3763600,25600,1.0,0,0,1,8,1940,3763600,0,0,98006,2000,10071,6,365000.0
3,2.5,2160,4665600,3000,1.5,0,0,3,7,1260,1587600,900,810000,98118,1060,3500,6,378750.0
4,1.75,1530,2340900,8750,1.5,0,0,4,7,1530,2340900,0,0,98058,1390,8750,6,269900.0
3,3.5,1710,2924100,2096,2.0,0,0,3,8,1290,1664100,420,176400,98122,1630,1543,3,557000.0
4,1.75,3730,13912900,16980,1.0,0,0,4,7,2150,4622500,1580,2496400,98022,1880,16963,8,360000.0
2,1.0,940,883600,5000,1.0,0,0,4,7,940,883600,0,0,98117,1560,4500,4,352000.0
3,2.5,1750,3062500,22357,2.0,0,0,3,8,1750,3062500,0,0,98045,2430,22357,2,437000.0
4,2.5,1820,3312400,6753,2.0,0,0,3,7,1820,3312400,0,0,98038,1820,7107,6,322500.0
3,3.25,1510,2280100,2000,2.0,0,0,3,9,1330,1768900,180,32400,98116,1510,1352,9,650000.0
3,2.0,1290,1664100,1213,3.0,0,0,3,8,1290,1664100,0,0,98103,1290,3235,8,450000.0
3,2.0,1570,2464900,5250,1.0,0,0,3,7,1570,2464900,0,0,98092,1570,5250,4,278500.0
4,2.5,1930,3724900,6957,2.0,0,0,3,8,1930,3724900,0,0,98055,2090,6996,4,364950.0
4,3.5,2840,8065600,40139,1.0,0,4,4,10,2840,8065600,0,0,98038,3180,36852,9,840000.0
3,2.5,1550,2402500,8134,2.0,0,0,3,7,1550,2402500,0,0,98031,1550,8134,3,268000.0
2,1.0,833,693889,143947,1.0,0,0,3,5,833,693889,0,0,98070,1380,143947,7,517534.0
3,2.5,2990,8940100,32239,2.0,0,0,4,8,2990,8940100,0,0,98077,2990,36497,11,632925.0
3,2.5,2000,4000000,7251,2.0,0,0,3,9,2000,4000000,0,0,98034,2450,8118,7,577500.0
4,1.5,2390,5712100,7480,1.5,0,2,3,7,2390,5712100,0,0,98178,2850,6867,2,339000.0
3,1.75,2910,8468100,37461,1.0,0,0,4,7,1530,2340900,1380,1904400,98052,2520,18295,9,570000.0
4,1.75,2085,4347225,174240,1.0,0,0,3,7,1610,2592100,475,225625,98024,2690,174240,6,563500.0
4,2.25,2200,4840000,9351,1.0,0,0,5,7,1290,1664100,910,828100,98133,1910,8660,1,423000.0
3,2.25,1860,3459600,5028,2.0,0,0,3,8,1860,3459600,0,0,98019,2320,5465,12,355000.0
5,4.25,6070,36844900,171626,2.0,0,0,3,12,6070,36844900,0,0,98024,4680,211267,7,1550000.0
2,1.0,950,902500,3960,1.0,0,0,3,7,950,902500,0,0,98103,1320,4050,12,482000.0
3,1.75,1600,2560000,9135,1.0,0,0,5,7,1600,2560000,0,0,98006,1580,9800,7,625000.0
3,2.5,2250,5062500,11632,2.0,0,0,3,8,2250,5062500,0,0,98056,2360,11632,12,538000.0
3,2.5,2280,5198400,10255,2.0,0,0,4,8,2280,5198400,0,0,98058,2310,10094,1,380000.0
2,1.0,940,883600,5120,1.0,0,0,3,7,940,883600,0,0,98122,1300,5120,7,375000.0
3,2.5,1530,2340900,8500,1.0,0,0,5,7,1030,1060900,500,250000,98038,1850,8140,4,245000.0
5,1.75,2190,4796100,27260,1.0,0,0,4,7,2190,4796100,0,0,98166,1620,39480,11,310000.0
3,2.0,2350,5522500,15021,1.0,0,0,4,8,1770,3132900,580,336400,98004,3530,15715,2,1300000.0
4,2.0,1440,2073600,7680,1.0,0,0,3,7,1200,1440000,240,57600,98034,1460,9660,5,397000.0
3,2.5,2200,4840000,4052,2.0,0,0,3,8,2200,4840000,0,0,98058,2310,5082,5,365000.0
4,3.0,2290,5244100,8250,2.0,0,0,3,9,2290,5244100,0,0,98042,2290,8250,10,328500.0
4,3.0,4040,16321600,19700,2.0,0,0,3,11,4040,16321600,0,0,98052,3930,21887,9,988000.0
4,2.5,2610,6812100,3277,1.5,0,0,5,8,1920,3686400,690,476100,98103,1810,3277,7,1000000.0
3,2.5,1490,2220100,2138,2.0,0,0,3,7,1490,2220100,0,0,98055,1490,2094,9,237000.0
4,2.5,2450,6002500,5280,2.0,0,0,3,8,2450,6002500,0,0,98011,2300,4674,9,525000.0
4,2.5,1710,2924100,9627,1.0,0,0,3,9,1440,2073600,270,72900,98006,2140,9131,9,749000.0
5,2.5,4870,23716900,11800,2.0,0,0,3,10,3470,12040900,1400,1960000,98074,3180,11398,8,722500.0
3,2.5,3130,9796900,8750,2.0,0,0,3,10,3130,9796900,0,0,98052,2860,9003,3,843000.0
2,2.0,1270,1612900,1372,3.0,0,0,3,8,1270,1612900,0,0,98115,1610,3090,7,438000.0
3,1.75,2120,4494400,10875,1.0,0,2,3,8,1540,2371600,580,336400,98146,2460,11760,9,578000.0
3,1.5,1670,2788900,8230,1.0,0,0,5,7,1670,2788900,0,0,98001,2077,4910,9,227950.0
3,2.25,2070,4284900,11576,2.0,0,0,3,7,2070,4284900,0,0,98001,1890,7519,7,196000.0
2,1.0,1420,2016400,5332,1.0,0,0,3,8,1070,1144900,350,122500,98105,2400,5406,7,641000.0
3,1.5,1250,1562500,219978,1.0,0,0,4,6,1250,1562500,0,0,98038,1930,210394,4,350000.0
3,1.0,940,883600,7980,1.0,0,0,4,7,940,883600,0,0,98032,1150,8050,8,205000.0
3,1.75,1920,3686400,9102,1.0,0,0,3,7,1920,3686400,0,0,98072,1920,9760,12,400000.0
3,2.5,3545,12567025,9816,1.0,0,0,3,10,2610,6812100,935,874225,98027,3630,7704,11,1030000.0
3,2.0,1260,1587600,5460,1.0,0,0,3,7,1260,1587600,0,0,98034,1510,5460,3,505000.0
5,2.5,2340,5475600,7200,1.0,0,0,3,7,1300,1690000,1040,1081600,98034,1930,7221,10,475000.0
3,2.25,2590,6708100,9263,1.0,0,0,5,8,1440,2073600,1150,1322500,98028,2580,9450,11,520000.0
3,4.5,3970,15760900,24920,2.0,0,2,3,10,3260,10627600,710,504100,98034,2610,13838,5,1450000.0
3,1.75,1220,1488400,9732,1.0,0,0,3,7,1220,1488400,0,0,98011,1630,10007,12,333500.0
3,1.0,1400,1960000,10403,1.0,0,0,4,6,1400,1960000,0,0,98038,1230,10209,2,232000.0
3,2.75,2360,5569600,16117,1.0,0,0,4,8,1710,2924100,650,422500,98006,2120,16117,4,691100.0
3,1.75,1870,3496900,9897,1.0,0,0,4,8,1870,3496900,0,0,98040,1900,10005,10,811000.0
3,2.5,2830,8008900,5802,2.0,0,0,3,9,2830,8008900,0,0,98028,2500,5788,5,551000.0
3,2.5,2260,5107600,3640,2.0,0,0,3,8,2260,5107600,0,0,98072,2350,3710,1,496500.0
3,3.0,1970,3880900,20978,2.0,1,3,4,9,1770,3132900,200,40000,98070,2280,75396,11,705000.0
4,2.5,3140,9859600,9225,1.0,0,2,5,9,1770,3132900,1370,1876900,98055,2460,9600,6,578000.0
3,1.75,1240,1537600,8659,1.0,0,0,5,7,1240,1537600,0,0,98042,1490,8223,1,255000.0
4,3.5,3450,11902500,7832,2.0,0,0,3,10,3450,11902500,0,0,98006,3220,8567,6,1050000.0
3,2.25,2570,6604900,8491,2.0,0,0,4,8,2570,6604900,0,0,98042,2400,8049,3,348000.0
3,2.0,1510,2280100,3413,2.0,0,0,3,7,1510,2280100,0,0,98031,1570,3777,11,230000.0
4,2.25,2390,5712100,11250,2.0,0,0,3,9,2390,5712100,0,0,98023,2480,11250,12,359500.0
3,1.0,980,960400,7000,1.0,0,0,3,6,980,960400,0,0,98133,1220,7000,11,330000.0
1,0.75,430,184900,5050,1.0,0,0,2,4,430,184900,0,0,98014,1200,7500,5,80000.0
3,1.75,1480,2190400,6360,1.0,0,0,3,7,1480,2190400,0,0,98133,1480,6360,12,465000.0
4,2.5,1850,3422500,7324,2.0,0,0,3,8,1850,3422500,0,0,98042,2100,7329,10,325000.0
3,2.0,2270,5152900,28025,1.0,0,0,4,7,1920,3686400,350,122500,98168,1770,14833,1,340500.0
3,2.5,1810,3276100,5192,2.0,0,0,3,8,1810,3276100,0,0,98038,1810,6200,1,342500.0
2,2.0,1610,2592100,17600,2.0,0,0,3,6,1610,2592100,0,0,98178,1310,12950,6,290900.0
3,4.25,3840,14745600,6161,2.0,0,0,3,10,3840,14745600,0,0,98074,3230,7709,2,868700.0
4,2.75,4110,16892100,8400,2.0,0,1,3,9,3130,9796900,980,960400,98125,2820,8400,11,1199000.0
4,3.25,4190,17556100,10259,2.0,0,0,3,11,3150,9922500,1040,1081600,98074,4300,11919,10,1150000.0
4,2.75,3390,11492100,6298,2.0,0,0,3,9,3390,11492100,0,0,98074,3390,7111,8,859900.0
4,2.25,1890,3572100,3006,2.0,0,0,3,7,1890,3572100,0,0,98029,1580,3000,8,520000.0
3,2.5,1610,2592100,2527,2.0,0,2,3,9,1080,1166400,530,280900,98118,1610,4173,7,460000.0
3,1.5,1050,1102500,4590,1.0,0,0,3,7,850,722500,200,40000,98115,1770,5400,9,438924.0
2,1.0,630,396900,6550,1.0,0,0,3,5,630,396900,0,0,98126,1420,6550,4,315000.0
4,2.75,2910,8468100,10650,1.0,0,2,3,8,1780,3168400,1130,1276900,98033,2920,10988,7,590000.0
4,1.75,1700,2890000,8640,1.0,0,0,3,7,850,722500,850,722500,98006,1620,9000,11,378500.0
3,2.5,1950,3802500,8130,2.0,0,0,4,9,1950,3802500,0,0,98042,2350,7691,6,328500.0
3,3.0,2990,8940100,9773,2.0,0,0,4,8,2990,8940100,0,0,98005,2230,11553,3,849950.0
3,1.5,1350,1822500,6000,1.0,0,2,3,7,900,810000,450,202500,98136,1730,6012,10,525000.0
4,3.25,4860,23619600,181319,2.5,0,0,3,9,4860,23619600,0,0,98074,3850,181319,4,1385000.0
4,2.5,2160,4665600,7725,1.0,0,0,4,8,1460,2131600,700,490000,98023,2060,8250,4,295000.0
6,3.5,4860,23619600,11793,2.0,0,0,3,11,3860,14899600,1000,1000000,98006,3600,11793,7,1067000.0
2,2.0,890,792100,5000,1.0,0,0,3,6,890,792100,0,0,98118,1860,5000,7,207950.0
4,2.75,2810,7896100,7302,2.0,0,0,3,9,2810,7896100,0,0,98075,2820,7302,12,699900.0
5,2.5,3400,11560000,9500,2.0,0,1,4,8,3400,11560000,0,0,98027,3080,11081,2,1280000.0
4,1.5,1580,2496400,7350,1.0,0,0,4,7,960,921600,620,384400,98052,1560,7350,11,452000.0
3,2.0,1680,2822400,5036,1.0,0,1,4,7,1680,2822400,0,0,98055,1680,4921,2,370000.0
3,1.75,1300,1690000,11230,1.0,0,0,5,7,1300,1690000,0,0,98042,1300,10794,1,232000.0
5,2.5,2820,7952400,14062,2.0,0,0,4,7,2380,5664400,440,193600,98034,1910,10392,10,669950.0
3,2.0,1510,2280100,6710,1.0,0,0,3,7,1070,1144900,440,193600,98034,1660,6600,6,397500.0
2,2.5,1230,1512900,1391,2.0,0,0,3,8,870,756900,360,129600,98112,1240,1350,5,490000.0
4,2.0,2110,4452100,4140,2.0,0,0,3,9,1710,2924100,400,160000,98116,1440,4420,1,725000.0
3,2.75,3080,9486400,19635,1.0,0,2,4,7,1610,2592100,1470,2160900,98032,2424,12410,9,299000.0
